40
15
4,3,3,0,4,2,3,2,4,0,5,5,2,1,2
0.486,0.0,0.208,0.121,0.959,0.593,0.05,0.673,0.044,0.281,0.133,0.196,0.869,0.205,0.47
8.989,12.357,8.639,3.833,3.619,12.951,3.317,19.043,10.714,4.765,18.618,2.866,9.421,1.529,13.382
0,2.402,0.779,3.695,4.179,3.491,3.895,1.479,0.67,1.459,4.979,0.05,2.657,2.867,4.975
3.673,0,3.071,4.324,4.356,1.528,3.611,1.3,0.324,2.757,4.226,2.541,2.091,2.759,0.013
3.844,4.77,0,0.562,0.2,3.733,3.304,1.463,0.192,4.549,3.844,4.861,3.22,3.469,1.858
0.106,1.926,4.041,0,2.654,0.862,3.607,2.441,3.268,2.559,0.364,1.006,2.202,1.582,4.427
2.932,0.914,4.066,4.057,0,4.427,4.149,2.238,1.341,3.824,3.381,3.53,1.21,1.201,0.793
4.246,4.565,3.994,4.437,3.851,0,4.907,3.349,3.393,2.818,4.601,0.617,2.653,1.45,1.984
4.177,2.136,3.328,4.239,1.684,1.466,0,3.435,1.951,0.069,4.902,0.627,3.986,4.465,2.54
4.506,4.002,2.66,0.803,0.42,4.116,4.745,0,3.448,4.61,4.909,0.933,4.877,2.491,1.611
0.134,3.877,0.436,3.192,3.921,0.181,0.121,4.496,0,2.597,3.78,0.729,0.158,1.401,2.91
1.971,0.393,3.399,2.533,4.139,2.381,4.906,4.232,4.928,0,1.269,1.769,0.637,2.747,4.725
1.589,0.055,1.115,3.411,0.769,2.305,4.806,3.976,0.919,3.561,0,4.66,3.489,3.991,2.828
3.826,1.485,0.865,4.307,3.046,1.129,1.588,4.952,4.066,4.432,3.755,0,0.586,3.573,3.552
4.737,1.636,1.761,1.505,1.91,3.681,3.684,3.849,4.668,1.049,1.885,0.723,0,1.204,3.275
2.119,0.829,0.356,0.448,0.365,2.039,1.367,4.767,0.027,2.523,4.187,4.675,3.842,0,2.048
4.202,1.11,4.495,4.4,0.492,2.806,1.474,3.808,3.787,2.192,0.173,3.43,0.036,3.847,0
180.06
35
