150
20
11,9,10,9,10,2,2,6,8,0,4,8,11,11,1,12,11,7,11,7
0.935,0.415,0.733,0.784,0.95,0.085,0.659,0.014,0.414,0.527,0.316,0.967,0.278,0.271,0.518,0.222,0.123,0.487,0.134,0.935
8.163,17.131,9.515,4.762,2.556,13.388,18.094,8.777,9.497,3.699,17.097,18.327,10.995,4.058,12.698,2.724,6.996,13.249,1.123,8.748
0,4.122,1.478,0.238,2.646,4.217,2.604,4.326,0.704,0.509,3.817,4.043,4.763,4.991,4.06,4.063,1.962,3.248,3.897,3.28
2.784,0,3.375,4.636,0.066,3.669,0.401,0.833,0.184,0.599,2.534,1.772,1.177,4.894,1.453,4.117,3.426,4.693,0.547,3.031
4.462,3.385,0,0.388,2.681,1.295,2.668,3.503,1.39,0.609,0.035,4.763,4.197,1.843,0.541,4.866,0.623,2.439,2.046,1.127
3.121,3.991,1.187,0,4.483,1.14,2.443,4.831,0.858,4.878,1.409,2.631,1.642,1.512,4.099,2.691,1.339,0.362,1.509,4.534
1.463,2.082,2.342,3.379,0,1.304,4.217,2.834,4.182,3.56,3.149,4.276,2.796,0.118,2.182,2.248,0.553,2.134,3.073,2.351
1.849,3.853,3.089,0.823,4.263,0,3.342,2.608,3.753,1.538,1.808,0.479,0.843,3.333,0.162,1.129,3.353,4.595,3.998,0.717
0.834,1.347,3.148,3.545,3.295,3.189,0,4.164,3.841,3.168,1.341,4.343,3.564,4.563,1.211,4.256,2.061,2.744,0.254,2.589
0.083,1.428,4.276,1.029,1.087,2.381,0.514,0,3.234,2.211,0.659,0.665,1.936,3.671,0.026,4.388,1.216,4.602,3.235,1.79
4.452,2.838,2.717,3.092,1.28,2.269,0.161,3.898,0,1.924,3.77,4.548,3.174,3.832,3.356,0.883,2.871,4.769,4.499,2.769
4.453,2.077,2.538,3.846,4.77,0.738,0.619,2.891,3.727,0,0.069,2.414,3.058,3.227,1.837,2.264,1.047,3.682,3.453,1.668
4.241,3.331,2.837,3.78,3.027,4.186,1.069,1.674,2.826,4.821,0,3.121,2.171,2.771,4.497,4.286,0.646,1.978,0.48,3.379
0.334,4.836,2.377,3.983,4.992,0.994,4.773,3.531,0.552,0.889,0.274,0,4.206,2.738,3.046,4.852,4.73,0.319,4.116,1.58
3.442,1.254,4.777,3.037,0.629,3.172,0.37,0.035,2.314,1.458,1.058,2.513,0,2.728,4.981,4.649,0.806,2.677,0.849,3.604
3.882,4.265,3.241,1.743,0.317,4.315,2.681,4.308,2.036,3.213,4.694,2.602,3.375,0,0.868,1.938,0.108,0.077,0.907,3.525
2.746,4.582,3.835,3.185,2.418,4.041,3.159,1.901,4.141,0.071,2.896,1.031,0.435,2.522,0,3.533,1.475,2.304,2.672,3.3
0.045,1.902,0.7,0.635,4.081,2.967,4.798,1.608,1.713,0.177,2.383,2.572,1.495,3.853,4.404,0,3.209,3.642,2.811,3.27
3.573,2.965,1.81,4.152,4.114,4.194,2.929,0.634,0.312,0.069,4.928,4.445,3.399,1.783,4.625,4.808,0,2.806,0.686,2.16
0.659,4.92,2.838,4.671,2.847,3.633,4.967,3.791,3.447,2.879,4.037,3.615,4.661,0.963,0.575,2.19,2.168,0,0.291,3.579
3.591,1.445,3.953,4.676,2.187,1.183,4.07,3.344,1.397,1.587,2.667,4.182,3.74,2.431,3.291,4.285,4.472,2.318,0,2.914
1.1,4.789,2.711,2.951,1.167,0.052,2.195,4.771,2.681,1.739,0.945,0.898,3.22,2.336,2.432,2.578,0.13,0.589,4.247,0
872.85
283
