100
20
4,7,5,8,2,5,2,5,1,4,8,9,1,9,4,6,3,7,1,9
0.762,0.593,0.603,0.1,0.008,0.0,0.917,0.217,0.282,0.981,0.397,0.575,0.214,0.357,0.277,0.029,0.003,0.128,0.012,0.341
10.119,12.409,13.588,15.83,13.862,12.626,0.012,3.273,16.983,14.93,3.915,1.161,16.512,9.306,15.677,7.707,6.825,15.817,14.735,1.254
0,4.345,0.447,2.803,4.742,3.311,2.896,3.526,1.556,2.674,4.497,0.439,4.646,1.961,0.33,0.081,3.904,2.614,4.888,0.093
2.554,0,0.143,1.148,2.997,3.06,0.026,2.156,2.002,1.156,1.296,1.563,0.973,2.615,1.65,3.788,4.401,4.703,1.267,1.336
0.091,4.636,0,2.807,4.98,1.087,0.29,2.78,1.996,2.762,4.325,4.491,4.593,0.337,3.276,4.263,2.206,1.465,4.341,4.778
3.288,4.492,1.08,0,0.64,1.326,4.82,4.362,3.049,2.802,1.635,2.131,2.601,3.422,3.277,0.855,2.753,2.794,1.262,4.218
4.167,4.999,1.939,3.422,0,3.145,0.982,1.333,0.4,3.748,1.021,3.446,1.02,4.322,0.912,1.667,2.466,2.989,4.645,2.54
3.337,1.092,0.988,0.858,3.408,0,0.521,2.357,0.497,4.685,1.057,2.159,4.356,0.56,3.206,0.329,2.982,4.348,4.998,0.274
0.675,2.529,0.344,2.45,0.415,4.158,0,2.78,1.644,2.514,4.801,2.59,3.35,1.691,4.326,0.509,3.827,2.355,1.945,0.714
0.931,4.796,3.112,3.947,2.204,0.336,2.149,0,3.879,2.628,4.88,4.046,0.189,2.961,1.099,2.79,0.682,2.814,3.785,2.53
2.406,2.939,3.891,2.815,2.657,1.598,1.41,0.36,0,2.35,2.859,3.523,2.63,0.92,1.752,2.896,1.094,0.279,0.73,2.832
0.658,0.689,1.067,3.482,2.603,2.569,3.688,4.934,2.315,0,1.297,2.354,2.763,0.081,0.843,1.749,4.744,3.01,4.475,0.481
0.934,3.924,2.449,2.436,1.12,3.247,1.358,4.245,2.711,4.748,0,2.684,0.442,0.52,0.166,1.417,3.658,3.646,2.739,2.369
1.007,1.287,4.934,1.26,0.93,0.848,2.867,1.47,4.908,2.609,4.292,0,4.406,0.819,4.587,4.31,1.818,1.544,3.713,4.543
3.291,3.351,4.332,2.226,0.932,1.768,3.077,1.062,4.814,1.773,0.091,1.235,0,0.875,0.153,2.294,4.517,4.682,2.563,2.042
0.899,1.554,2.707,1.99,4.758,1.213,1.076,0.851,3.41,1.674,4.287,3.378,2.357,0,3.013,0.08,0.838,1.821,4.69,2.335
4.063,2.436,2.53,3.211,0.638,0.313,0.133,2.181,3.522,3.426,3.901,2.763,0.966,4.387,0,3.21,3.536,4.492,1.683,2.327
0.562,0.267,4.193,2.904,0.849,3.575,2.85,3.867,4.822,3.783,4.835,2.754,2.23,1.227,2.106,0,1.456,1.336,3.279,3.619
0.315,0.079,2.084,4.798,0.129,1.061,1.76,4.654,3.287,0.062,1.546,4.591,0.748,0.256,1.396,3.457,0,2.38,2.981,0.122
4.342,4.675,1.704,0.742,2.868,2.326,2.54,0.271,3.331,0.094,0.037,4.309,0.658,1.004,4.701,2.991,4.205,0,4.096,4.588
3.658,3.499,4.752,3.744,0.213,1.756,0.649,4.759,1.602,3.832,2.961,4.425,3.575,2.44,0.579,0.341,1.657,1.285,0,1.029
3.907,0.787,1.379,4.313,0.712,3.896,2.457,2.36,2.636,4.874,3.974,0.05,3.57,1.586,3.7,3.509,2.134,3.101,0.727,0
111.23
184
