60
15
3,7,5,3,3,5,3,4,5,6,3,3,3,4,3
0.925,0.848,0.879,0.177,0.686,0.701,0.814,0.555,0.827,0.531,0.767,0.029,0.555,0.936,0.345
10.435,13.703,4.058,4.212,5.018,8.544,0.164,2.773,18.177,6.736,14.177,0.455,12.046,6.476,0.463
0,2.832,2.179,2.696,0.14,3.637,1.34,4.278,4.415,2.946,3.761,3.486,4.669,0.702,4.904
4.63,0,2.952,2.08,2.553,0.882,4.963,3.075,3.477,4.331,1.231,2.231,3.527,0.109,4.312
3.64,1.244,0,3.349,3.321,4.258,0.333,3.302,0.091,3.646,3.536,2.008,2.787,3.94,2.119
0.374,3.443,1.655,0,2.531,1.09,3.076,0.408,1.101,3.503,0.365,0.129,2.866,3.508,0.441
2.265,3.497,0.517,3.288,0,3.685,1.687,4.621,2.015,1.071,3.498,1.187,4.093,2.063,0.787
4.837,4.198,1.369,3.546,2.159,0,2.387,3.828,2.493,0.291,3.232,0.685,4.033,3.107,1.618
1.695,2.139,1.323,2.421,2.014,1.313,0,4.895,3.526,0.362,3.297,0.675,3.947,3.839,3.254
1.306,4.025,3.348,2.143,2.488,3.283,2.744,0,1.13,2.16,2.799,3.092,0.245,2.401,4.085
0.398,1.945,2.583,2.845,4.527,2.81,2.144,2.728,0,2.81,0.751,2.715,2.274,0.472,1.181
1.684,3.308,4.098,2.627,3.475,1.922,3.254,1.239,1.747,0,4.746,3.587,2.882,2.325,4.753
1.991,2.948,1.986,3.761,0.499,4.384,1.793,4.052,3.134,0.236,0,4.733,2.429,3.336,4.64
1.653,0.584,4.635,0.195,0.045,0.532,2.221,4.518,2.703,2.796,0.333,0,2.813,3.19,0.385
2.8,3.571,2.081,0.725,2.14,2.357,0.139,1.922,4.456,4.636,4.01,3.582,0,3.455,0.671
3.31,4.555,4.282,4.685,4.88,3.167,4.507,4.755,0.894,4.758,1.613,3.261,1.501,0,0.644
0.941,1.276,2.155,2.299,2.253,3.859,3.997,1.12,3.257,1.597,0.733,4.271,0.674,1.031,0
218.28
86
