100
20
7,2,1,5,4,6,7,1,0,8,8,8,2,10,4,2,10,9,3,3
0.804,0.231,0.443,0.321,0.108,0.632,0.06,0.833,0.624,0.914,0.356,0.296,0.156,0.499,0.408,0.242,0.804,0.393,0.961,0.365
9.239,8.346,11.297,11.32,12.38,15.314,12.487,11.828,0.378,4.522,17.202,3.599,1.768,10.438,13.447,0.186,7.627,7.044,1.719,0.976
0,1.709,0.762,3.806,1.157,4.109,3.095,3.785,1.999,1.835,2.762,2.837,1.649,4.793,1.322,1.147,3.41,3.618,3.352,2.547
4.467,0,3.584,2.47,4.994,3.28,2.162,1.131,4.933,4.375,4.445,0.467,2.331,3.633,0.17,2.67,3.055,4.278,0.281,4.114
2.122,4.434,0,3.059,4.874,3.712,4.594,3.375,2.912,1.901,2.254,1.173,2.807,0.324,2.67,4.596,0.619,2.272,1.275,2.577
1.272,2.004,1.54,0,0.971,4.159,0.508,2.151,0.617,3.961,1.576,1.843,3.691,4.857,1.829,4.753,1.624,2.678,4.161,1.845
1.557,0.294,0.489,1.277,0,3.457,0.627,3.044,2.12,3.084,1.34,0.979,3.317,3.034,1.698,4.514,2.714,4.71,0.664,2.944
3.539,4.72,3.908,0.879,3.799,0,1.037,4.802,2.654,3.175,0.028,0.347,2.516,2.15,0.004,2.621,1.785,2.622,0.003,0.991
1.947,2.388,2.824,3.615,0.513,4.017,0,3.186,2.373,3.969,1.986,0.685,0.536,3.632,4.545,1.401,1.263,0.377,3.755,0.874
1.048,3.593,0.705,1.711,3.892,3.849,1.515,0,4.04,1.341,0.273,0.6,0.617,3.358,3.75,2.143,0.525,2.169,1.568,1.265
0.996,3.679,4.323,2.125,1.489,0.235,2.131,3.452,0,2.392,2.501,0.254,2.215,2.13,1.264,2.05,2.672,0.168,1.006,3.11
3.481,3.179,2.594,2.489,4.065,3.387,3.417,1.791,3.961,0,0.108,1.816,4.017,4.663,0.287,3.61,2.191,1.605,3.886,4.383
4.895,2.47,4.558,3.922,0.51,3.548,4.566,0.085,4.818,4.713,0,2.535,1.035,2.522,3.267,1.669,3.565,1.996,3.184,0.489
2.861,0.87,3.784,0.331,0.021,0.626,4.49,0.577,3.362,0.409,4.409,0,1.095,0.435,4.376,4.805,3.386,3.592,4.84,3.934
4.26,1.774,4.319,1.791,3.193,2.22,2.797,2.348,3.795,3.086,0.081,3.955,0,4.441,3.651,4.762,3.353,4.341,0.934,0.351
3.722,0.134,4.552,2.604,3.148,4.87,0.446,3.794,0.305,0.031,3.806,2.829,2.015,0,3.172,1.792,0.824,4.28,1.391,0.61
4.957,1.747,0.78,0.012,3.766,1.185,0.242,3.768,0.508,4.113,2.027,1.178,1.426,1.82,0,3.41,1.63,2.705,0.408,4.767
0.485,3.284,4.073,4.216,1.565,1.371,1.053,4.573,2.716,1.085,0.759,0.684,3.187,4.391,2.395,0,1.509,1.053,4.726,3.033
0.436,4.576,2.162,3.539,1.976,0.301,1.861,0.63,0.624,0.585,3.132,1.39,4.705,3.112,2.587,1.164,0,2.22,4.426,2.422
3.301,4.969,0.94,3.586,4.502,0.038,3.384,3.927,0.908,0.529,4.872,1.055,0.88,1.719,1.414,3.646,4.342,0,4.447,4.58
1.114,4.192,4.987,0.931,1.14,3.518,1.722,2.373,4.003,1.511,4.996,3.604,4.221,3.263,0.46,2.022,1.943,1.17,0,2.383
4.53,4.108,1.599,0.428,3.255,3.203,3.465,0.648,1.676,2.586,3.398,0.973,1.326,3.981,3.141,0.698,0.497,4.605,1.875,0
505.07
38
