200
25
8,12,8,6,12,9,4,13,10,2,2,7,5,6,0,13,14,5,3,15,1,10,3,16,16
0.296,0.98,0.352,0.834,0.921,0.182,0.022,0.015,0.968,0.947,0.525,0.78,0.695,0.386,0.57,0.361,0.824,0.213,0.807,0.274,0.863,0.108,0.939,0.968,0.428
8.046,9.385,0.956,2.694,5.062,4.101,11.879,11.858,7.457,10.709,19.89,1.37,6.513,6.81,4.711,2.688,14.426,8.071,19.714,19.025,6.242,14.788,17.922,8.428,14.825
0,1.172,4.394,1.749,2.225,1.771,2.785,2.146,4.487,4.667,2.108,1.045,4.402,3.086,3.617,3.095,4.491,0.212,3.778,1.918,3.256,0.681,4.337,1.883,1.639
3.148,0,3.695,2.435,2.883,2.075,3.241,4.66,3.299,1.999,4.889,0.871,4.423,2.875,0.395,0.724,4.248,4.147,3.234,3.599,3.477,0.043,2.635,0.936,0.583
1.058,1.923,0,0.642,1.573,1.399,3.205,4.5,2.72,4.703,1.009,3.013,1.09,3.917,2.388,1.238,1.547,2.359,2.269,1.248,4.546,2.233,3.848,4.852,0.804
4.378,2.975,4.652,0,4.568,3.148,1.852,0.538,3.291,2.174,3.766,2.812,0.761,1.547,4.557,3.922,4.207,3.942,0.46,2.315,0.885,2.564,3.455,0.694,1.54
1.665,0.087,4.318,2.74,0,3.79,3.892,1.306,3.653,3.805,2.846,0.737,4.091,4.429,1.607,4.143,4.174,3.835,4.329,3.094,3.363,1.206,0.281,0.524,4.251
4.354,0.298,4.901,3.367,3.496,0,1.593,3.007,2.047,4.921,3.744,4.302,4.394,4.018,1.495,3.302,0.614,3.289,2.332,2.873,1.812,4.485,2.263,1.853,3.669
4.511,3.685,2.053,2.821,4.812,0.592,0,3.415,2.37,0.069,0.495,0.154,4.136,1.228,0.235,2.975,0.915,0.496,1.809,0.142,1.173,2.815,4.792,2.76,2.459
4.83,0.835,1.808,1.842,2.203,1.38,0.939,0,2.653,1.732,3.198,3.271,0.246,4.398,4.25,1.554,0.473,1.028,3.733,4.931,2.056,4.06,2.668,0.913,4.623
2.564,1.121,2.955,2.639,0.298,0.356,1.282,4.742,0,4.162,2.272,4.353,3.987,0.682,2.449,4.132,0.516,0.883,4.142,2.085,1.786,2.657,4.649,1.675,3.945
3.809,2.314,1.465,2.641,3.414,0.101,2.937,1.898,3.288,0,3.251,2.389,4.532,3.619,4.178,0.069,4.108,0.62,2.523,1.94,0.348,0.569,1.486,4.037,3.069
0.173,4.746,3.457,3.205,0.123,4.768,0.289,2.368,4.822,2.206,0,2.405,0.541,4.631,4.573,2.121,2.727,1.185,4.419,3.436,1.905,2.702,4.412,4.753,1.939
2.743,2.708,4.083,3.724,0.234,4.926,4.455,4.749,3.062,1.107,2.174,0,2.936,1.839,1.913,4.849,0.035,3.149,4.945,4.54,0.733,4.263,4.263,3.004,2.674
2.765,2.483,4.443,0.148,3.968,1.896,0.351,0.12,2.178,1.401,2.116,2.909,0,1.045,3.595,3.277,2.933,3.571,2.456,2.273,4.533,1.713,4.43,0.706,0.212
4.539,2.529,3.455,4.054,1.872,4.921,1.646,3.74,0.674,3.169,2.824,4.188,1.481,0,1.221,4.634,3.914,3.116,0.406,3.649,0.654,2.821,0.897,0.172,4.97
1.942,4.384,1.659,0.615,3.291,2.397,4.088,2.556,4.43,2.593,1.726,2.499,0.055,3.894,0,0.658,1.456,4.667,4.173,4.956,2.096,3.859,0.605,1.781,4.327
2.087,1.114,4.895,4.746,0.509,2.607,4.061,4.588,1.263,1.793,4.301,2.303,2.471,4.98,2.51,0,4.586,2.586,3.016,2.289,4.056,0.906,4.075,2.727,3.21
2.915,4.441,1.555,4.43,3.667,0.887,4.149,2.309,3.177,3.807,0.403,4.988,4.767,2.821,4.386,2.706,0,0.379,4.417,2.017,0.302,1.012,4.583,2.524,3.352
4.863,4.869,2.129,1.02,2.045,2.478,3.477,3.245,3.603,2.073,2.01,2.499,3.886,1.522,2.085,4.323,2.377,0,4.229,2.762,4.135,4.499,3.657,4.21,0.297
3.568,4.808,1.275,4.091,1.294,3.887,1.028,2.588,4.64,0.815,4.025,2.376,3.212,3.162,2.509,4.295,2.65,1.662,0,3.209,0.014,3.898,2.871,2.108,1.277
2.38,3.268,1.168,1.344,1.265,2.689,0.446,4.038,0.301,4.771,4.261,1.091,0.366,4.088,0.948,3.044,1.603,0.321,3.363,0,2.556,4.108,3.737,4.874,4.231
0.801,0.544,0.49,2.66,1.396,0.164,1.285,2.816,2.719,0.807,0.158,3.69,0.251,3.758,3.737,0.257,1.398,4.201,0.061,4.797,0,3.235,0.098,3.27,4.189
1.154,2.739,4.583,2.967,4.562,4.834,1.543,2.279,2.657,3.547,4.793,3.33,4.074,0.555,3.842,3.395,4.323,3.777,3.115,1.815,0.671,0,4.211,4.486,4.438
4.85,4.715,2.576,2.316,4.177,4.823,0.111,4.01,2.459,0.768,4.341,0.068,2.151,1.459,3.91,0.791,2.722,4.576,1.468,4.131,3.777,1.996,0,1.842,3.735
0.053,3.33,0.376,2.758,1.336,4.7,2.916,1.916,2.209,0.516,0.154,0.16,2.904,0.089,4.674,2.357,4.068,1.77,1.669,4.255,1.81,4.561,1.575,0,4.034
1.866,1.246,1.273,2.136,0.361,4.373,0.689,3.324,3.816,4.069,4.182,3.23,1.109,4.421,1.712,1.901,2.23,3.508,0.616,4.477,1.684,0.886,1.976,1.512,0
1018.16
275
